[FieldNames]
TextKey	Text
ITEM_KIND_220000_NAME	호위함 항모 공격력 증가(VALUE)
ITEM_KIND_220001_NAME	잠수함 항모 공격력 증가(VALUE)
ITEM_KIND_220002_NAME	구축함 항모 공격력 증가(VALUE)
ITEM_KIND_220003_NAME	호위함 기지 공격력 증가(VALUE)
ITEM_KIND_220004_NAME	잠수함 기지 공격력 증가(VALUE)
ITEM_KIND_220005_NAME	구축함 기지 공격력 증가(VALUE)
ITEM_KIND_220006_NAME	호위함 방벽 공격력 증가(VALUE)
ITEM_KIND_220007_NAME	잠수함 방벽 공격력 증가(VALUE)
ITEM_KIND_220008_NAME	구축함 방벽 공격력 증가(VALUE)
ITEM_KIND_220009_NAME	호위함이 공격 시 현재 항모의 CARRIER_MOVE_POINT_REFILL_SEC를 성공확률에 따라 60초간 증가(퍼센트)
ITEM_KIND_220010_NAME	잠수함이 공격 시 현재 항모의 CARRIER_MOVE_POINT_REFILL_SEC를 성공확률에 따라 60초간 증가(퍼센트)
ITEM_KIND_220011_NAME	구축함이 공격 시 현재 항모의 CARRIER_MOVE_POINT_REFILL_SEC를 성공확률에 따라 60초간 증가(퍼센트)
ITEM_KIND_220012_NAME	현재 진행 중인 집결 중 임의의 1개 집결을 취소(퍼센트)
ITEM_KIND_220013_NAME	공격 받은 위치에 지원 중인 모든 병력 귀항(퍼센트)
ITEM_KIND_220014_NAME	현재 항모의 MOVE_POINT를 성공확률에 따라 차감(퍼센트)
ITEM_KIND_220015_NAME	호위함 항모 공격력 증가(퍼센트)
ITEM_KIND_220016_NAME	잠수함 항모 공격력 증가(퍼센트)
ITEM_KIND_220017_NAME	구축함 항모 공격력 증가(퍼센트)
ITEM_KIND_220018_NAME	호위함 기지 공격력 증가(퍼센트)
ITEM_KIND_220019_NAME	잠수함 기지 공격력 증가(퍼센트)
ITEM_KIND_220020_NAME	구축함 기지 공격력 증가(퍼센트)
ITEM_KIND_220021_NAME	호위함 방벽 공격력 증가(퍼센트)
ITEM_KIND_220022_NAME	잠수함 방벽 공격력 증가(퍼센트)
ITEM_KIND_220023_NAME	구축함 방벽 공격력 증가(퍼센트)
ITEM_KIND_220024_NAME	호위함이 공격 시 현재 항모의 CARRIER_MOVE_POINT_REFILL_SEC를 성공확률에 따라 60초간 증가(퍼센트)
ITEM_KIND_220025_NAME	잠수함이 공격 시 현재 항모의 CARRIER_MOVE_POINT_REFILL_SEC를 성공확률에 따라 60초간 증가(퍼센트)
ITEM_KIND_220026_NAME	구축함이 공격 시 현재 항모의 CARRIER_MOVE_POINT_REFILL_SEC를 성공확률에 따라 60초간 증가(퍼센트)
ITEM_KIND_220027_NAME	현재 진행 중인 집결 중 임의의 1개 집결을 취소(퍼센트)
ITEM_KIND_220028_NAME	공격 받은 위치에 지원 중인 모든 병력 귀항(퍼센트)
ITEM_KIND_220029_NAME	현재 항모의 MOVE_POINT를 성공확률에 따라 차감
ITEM_KIND_220000_DESC	호위함 항모 공격력 증가(VALUE)
ITEM_KIND_220001_DESC	잠수함 항모 공격력 증가(VALUE)
ITEM_KIND_220002_DESC	구축함 항모 공격력 증가(VALUE)
ITEM_KIND_220003_DESC	호위함 기지 공격력 증가(VALUE)
ITEM_KIND_220004_DESC	잠수함 기지 공격력 증가(VALUE)
ITEM_KIND_220005_DESC	구축함 기지 공격력 증가(VALUE)
ITEM_KIND_220006_DESC	호위함 방벽 공격력 증가(VALUE)
ITEM_KIND_220007_DESC	잠수함 방벽 공격력 증가(VALUE)
ITEM_KIND_220008_DESC	구축함 방벽 공격력 증가(VALUE)
ITEM_KIND_220009_DESC	호위함이 공격 시 현재 항모의 CARRIER_MOVE_POINT_REFILL_SEC를 성공확률에 따라 60초간 증가(퍼센트)
ITEM_KIND_220010_DESC	잠수함이 공격 시 현재 항모의 CARRIER_MOVE_POINT_REFILL_SEC를 성공확률에 따라 60초간 증가(퍼센트)
ITEM_KIND_220011_DESC	구축함이 공격 시 현재 항모의 CARRIER_MOVE_POINT_REFILL_SEC를 성공확률에 따라 60초간 증가(퍼센트)
ITEM_KIND_220012_DESC	현재 진행 중인 집결 중 임의의 1개 집결을 취소(퍼센트)
ITEM_KIND_220013_DESC	공격 받은 위치에 지원 중인 모든 병력 귀항(퍼센트)
ITEM_KIND_220014_DESC	현재 항모의 MOVE_POINT를 성공확률에 따라\n차감(퍼센트)
ITEM_KIND_220015_DESC	호위함 항모 공격력 증가(퍼센트)
ITEM_KIND_220016_DESC	잠수함 항모 공격력 증가(퍼센트)
ITEM_KIND_220017_DESC	구축함 항모 공격력 증가(퍼센트)
ITEM_KIND_220018_DESC	호위함 기지 공격력 증가(퍼센트)
ITEM_KIND_220019_DESC	잠수함 기지 공격력 증가(퍼센트)
ITEM_KIND_220020_DESC	구축함 기지 공격력 증가(퍼센트)
ITEM_KIND_220021_DESC	호위함 방벽 공격력 증가(퍼센트)
ITEM_KIND_220022_DESC	잠수함 방벽 공격력 증가(퍼센트)
ITEM_KIND_220023_DESC	구축함 방벽 공격력 증가(퍼센트)
ITEM_KIND_220024_DESC	호위함이 공격 시 현재 항모의 CARRIER_MOVE_POINT_REFILL_SEC를 성공확률에 따라 60초간 증가(퍼센트)
ITEM_KIND_220025_DESC	잠수함이 공격 시 현재 항모의 CARRIER_MOVE_POINT_REFILL_SEC를 성공확률에 따라 60초간 증가(퍼센트)
ITEM_KIND_220026_DESC	구축함이 공격 시 현재 항모의 CARRIER_MOVE_POINT_REFILL_SEC를 성공확률에 따라 60초간 증가(퍼센트)
ITEM_KIND_220027_DESC	현재 진행 중인 집결 중 임의의 1개 집결을 취소(퍼센트)
ITEM_KIND_220028_DESC	공격 받은 위치에 지원 중인 모든 병력 귀항(퍼센트)
ITEM_KIND_220029_DESC	현재 항모의 MOVE_POINT를 성공확률에 따라 차감
COLLECTION_LIST_99999001_REWARD	전투기 대공 공격력증가 1%
COLLECTION_LIST_99999002_REWARD	전투기 대함공격력 증가 1%
COLLECTION_LIST_99999003_REWARD	전투기 대지공격력 증가 1%
COLLECTION_LIST_99999004_REWARD	전투기 장갑 증가 1%
QUEST_DAILY_KIND_192_CONTENTS	일일과제 포인트 획득
QUEST_DAILY_KIND_193_CONTENTS	일일과제 상점 아이템 구매
CONDITION_DAILY_POINT_GET_COUNT	일일과제 포인트 획득
CONDITION_DAILY_POINT_SHOP_BUY_COUNT	일일과제 상점 아이템 구매
INTRO_PROLOGUE_NPC1	올리비아
INTRO_PROLOGUE_NPC2	로비스트
INTRO_PROLOGUE_SEQ301	제독님! 지난번에 말씀 드린 차세대\n\n전투기 도입 계획 기억하시죠?\n\n담당자가 지금 도착했습니다.
INTRO_PROLOGUE_SEQ302	최고의 전투기를 보급해 드리겠습니다.\n\n보급 기지로 진입해 주세요.
INTRO_PROLOGUE_SEQ303	보급 기지에서는 다양한 전투기를\n\n보급 받을 수 있습니다.\n\n처음이니 무료로 진행시켜 드릴 게요.
UI_SUPPLYBASE_TITLE	보급 기지
UI_SUPPLYBASE_PRODUCT_DATE_BUY	판매 종료 까지
UI_SUPPLYBASE_PRODUCT_DATE_END	판매 종료된 상품입니다.
UI_SUPPLYBASE_GOODSITEM_TITLE	보유 수량
UI_SUPPLYBASE_GOODSITEM_COUNT	x {0}
UI_SUPPLYBASE_FREECHARGE_COUNT	무료 남은 시간: {0}:{1}:{2}
UI_SUPPLYBASE_DISCOUNT_TAG	{0}% OFF
UI_SUPPLYBASE_BUY_BTN_1	1회
UI_SUPPLYBASE_BUY_BTN_10	10회
UI_SUPPLYBASE_BUY_BTN_1_COUNT	X {0}
UI_SUPPLYBASE_BUY_BTN_FREE	무료
UI_SUPPLYBASE_SEQUENCE_BTN_SKIP	Skip
UI_SUPPLYBASE_SEQUENCE_NOTICE_1	직접 터치하세요.
UI_SUPPLYBASE_SEQUENCE_NOTICE_2	화면을 터치하세요.
UI_SUPPLYBASE_SEQUENCE_BTN_REOPEN	한번 더 열기
UI_SUPPLYBASE_SEQUENCE_BTN_ALLOPEN	모두 열기
UI_SUPPLYBASE_SEQUENCE_POPUP	광고 영상을 시청하면\n보급 지령서를 획득할 수 있습니다.
ERROR_SUPPLYBASE_BUY_FAIL_ITEM	보급에 필요한 아이템이 부족합니다.
ERROR_SUPPLYBASE_BUY_FAIL_DATE	판매 기간이 종료된 상품입니다.
QUEST_DAILY_KIND_22_CONTENTS	노말이상 장비제작하기
QUEST_DAILY_KIND_23_CONTENTS	레어이상 장비제작하기
QUEST_DAILY_KIND_24_CONTENTS	에픽이상 장비제작하기
QUEST_DAILY_KIND_25_CONTENTS	유니크이상 장비제작하기
QUEST_DAILY_KIND_26_CONTENTS	레전더리이상 장비제작하기
QUEST_DAILY_KIND_27_CONTENTS	노말이상 장비강화시도하기
QUEST_DAILY_KIND_28_CONTENTS	레어이상 장비강화시도하기
QUEST_DAILY_KIND_29_CONTENTS	에픽이상 장비강화시도하기
QUEST_DAILY_KIND_30_CONTENTS	유니크이상 장비강화시도하기
QUEST_DAILY_KIND_31_CONTENTS	레전더리이상 장비강화시도하기
QUEST_DAILY_KIND_32_CONTENTS	노말이상 장비강화성공하기
QUEST_DAILY_KIND_33_CONTENTS	레어이상 장비강화성공하기
QUEST_DAILY_KIND_34_CONTENTS	에픽이상 장비강화성공하기
QUEST_DAILY_KIND_35_CONTENTS	유니크이상 장비강화성공하기
QUEST_DAILY_KIND_36_CONTENTS	레전더리이상 장비강화성공하기
QUEST_DAILY_KIND_37_CONTENTS	노말이상 장비강화대성공하기
QUEST_DAILY_KIND_38_CONTENTS	레어이상 장비강화대성공하기
QUEST_DAILY_KIND_39_CONTENTS	에픽이상 장비강화대성공하기
QUEST_DAILY_KIND_40_CONTENTS	유니크이상 장비강화대성공하기
QUEST_DAILY_KIND_41_CONTENTS	레전더리이상 장비강화대성공하기
QUEST_DAILY_KIND_42_CONTENTS	노말이상 장비강화실패하기
QUEST_DAILY_KIND_43_CONTENTS	레어이상 장비강화실패하기
QUEST_DAILY_KIND_44_CONTENTS	에픽이상 장비강화실패하기
QUEST_DAILY_KIND_45_CONTENTS	유니크이상 장비강화실패하기
QUEST_DAILY_KIND_46_CONTENTS	레전더리이상 장비강화실패하기
QUEST_DAILY_KIND_47_CONTENTS	노말이상 장비강화파괴하기
QUEST_DAILY_KIND_48_CONTENTS	레어이상 장비강화파괴하기
QUEST_DAILY_KIND_49_CONTENTS	에픽이상 장비강화파괴하기
QUEST_DAILY_KIND_50_CONTENTS	유니크이상 장비강화파괴하기
QUEST_DAILY_KIND_51_CONTENTS	레전더리이상 장비강화파괴하기
QUEST_DAILY_KIND_52_CONTENTS	노말이상 장비강화개조하기
QUEST_DAILY_KIND_53_CONTENTS	레어이상 장비강화개조하기
QUEST_DAILY_KIND_54_CONTENTS	에픽이상 장비강화개조하기
QUEST_DAILY_KIND_55_CONTENTS	유니크이상 장비강화개조하기
QUEST_DAILY_KIND_56_CONTENTS	레전더리이상 장비강화개조하기
QUEST_DAILY_KIND_57_CONTENTS	노말이상 장비분해하기
QUEST_DAILY_KIND_58_CONTENTS	레어이상 장비분해하기
QUEST_DAILY_KIND_59_CONTENTS	에픽이상 장비분해하기
QUEST_DAILY_KIND_60_CONTENTS	유니크이상 장비분해하기
QUEST_DAILY_KIND_61_CONTENTS	레전더리이상 장비분해하기
QUEST_DAILY_KIND_62_CONTENTS	노말 장비강화시도하기
QUEST_DAILY_KIND_63_CONTENTS	레어 장비강화시도하기
QUEST_DAILY_KIND_64_CONTENTS	에픽 장비강화시도하기
QUEST_DAILY_KIND_65_CONTENTS	유니크 장비강화시도하기
QUEST_DAILY_KIND_66_CONTENTS	레전더리 장비강화시도하기
QUEST_DAILY_KIND_67_CONTENTS	노말 강화성공하기
QUEST_DAILY_KIND_68_CONTENTS	레어 강화성공하기
QUEST_DAILY_KIND_69_CONTENTS	에픽 강화성공하기
QUEST_DAILY_KIND_70_CONTENTS	유니크 강화성공하기
QUEST_DAILY_KIND_71_CONTENTS	레전더리 강화성공하기
QUEST_DAILY_KIND_72_CONTENTS	노말 장비 개조하기
QUEST_DAILY_KIND_73_CONTENTS	레어 장비 개조하기
QUEST_DAILY_KIND_74_CONTENTS	에픽 장비 개조하기
QUEST_DAILY_KIND_75_CONTENTS	유니크 장비 개조하기
QUEST_DAILY_KIND_76_CONTENTS	레전더리 장비 개조하기
QUEST_DAILY_KIND_77_CONTENTS	장교의 오래된 정모 1개 제작
QUEST_DAILY_KIND_78_CONTENTS	장교의 오래된 정모 1개 개조
QUEST_DAILY_KIND_79_CONTENTS	장교의 오래된 정모 1개 분해
QUEST_DAILY_KIND_80_CONTENTS	모자장비 1개 제작하기
QUEST_DAILY_KIND_81_CONTENTS	노말모자장비 1개 제작하기
QUEST_DAILY_KIND_82_CONTENTS	레어모자장비 1개 제작하기
QUEST_DAILY_KIND_83_CONTENTS	에픽모자장비 1개 제작하기
QUEST_DAILY_KIND_84_CONTENTS	유니크모자장비 1개 제작하기
QUEST_DAILY_KIND_85_CONTENTS	레전더리모자장비 1개 제작하기
QUEST_DAILY_KIND_86_CONTENTS	의상장비 1개 제작하기
QUEST_DAILY_KIND_87_CONTENTS	노말의상장비 1개 제작하기
QUEST_DAILY_KIND_88_CONTENTS	레어의상장비 1개 제작하기
QUEST_DAILY_KIND_89_CONTENTS	에픽의상장비 1개 제작하기
QUEST_DAILY_KIND_90_CONTENTS	유니크의상장비 1개 제작하기
QUEST_DAILY_KIND_91_CONTENTS	레전더리의상장비 1개 제작하기
QUEST_DAILY_KIND_92_CONTENTS	보조무기장비 1개 제작하기
QUEST_DAILY_KIND_93_CONTENTS	노말보조무기장비 1개 제작하기
QUEST_DAILY_KIND_94_CONTENTS	레어보조무기장비 1개 제작하기
QUEST_DAILY_KIND_95_CONTENTS	에픽보조무기장비 1개 제작하기
QUEST_DAILY_KIND_96_CONTENTS	유니크보조무기장비 1개 제작하기
QUEST_DAILY_KIND_97_CONTENTS	레전더리보조무기장비 1개 제작하기
QUEST_DAILY_KIND_98_CONTENTS	신발장비 1개 제작하기
QUEST_DAILY_KIND_99_CONTENTS	노말신발장비 1개 제작하기
QUEST_DAILY_KIND_100_CONTENTS	레어신발장비 1개 제작하기
QUEST_DAILY_KIND_101_CONTENTS	에픽신발장비 1개 제작하기
QUEST_DAILY_KIND_102_CONTENTS	유니크신발장비 1개 제작하기
QUEST_DAILY_KIND_103_CONTENTS	레전더리신발장비 1개 제작하기
QUEST_DAILY_KIND_104_CONTENTS	주무기장비 1개 제작하기
QUEST_DAILY_KIND_105_CONTENTS	노말주무기장비 1개 제작하기
QUEST_DAILY_KIND_106_CONTENTS	레어주무기장비 1개 제작하기
QUEST_DAILY_KIND_107_CONTENTS	에픽주무기장비 1개 제작하기
QUEST_DAILY_KIND_108_CONTENTS	유니크주무기장비 1개 제작하기
QUEST_DAILY_KIND_109_CONTENTS	레전더리주무기장비 1개 제작하기
QUEST_DAILY_KIND_110_CONTENTS	엑세서리장비 1개 제작하기
QUEST_DAILY_KIND_111_CONTENTS	노말엑세서리장비 1개 제작하기
QUEST_DAILY_KIND_112_CONTENTS	레어엑세서리장비 1개 제작하기
QUEST_DAILY_KIND_113_CONTENTS	에픽엑세서리장비 1개 제작하기
QUEST_DAILY_KIND_114_CONTENTS	유니크엑세서리장비 1개 제작하기
QUEST_DAILY_KIND_115_CONTENTS	레전더리엑세서리장비 1개 제작하기
QUEST_DAILY_KIND_116_CONTENTS	모자장비 1개 개조하기
QUEST_DAILY_KIND_117_CONTENTS	노말모자장비 1개 개조하기
QUEST_DAILY_KIND_118_CONTENTS	레어모자장비 1개 개조하기
QUEST_DAILY_KIND_119_CONTENTS	에픽모자장비 1개 개조하기
QUEST_DAILY_KIND_120_CONTENTS	유니크모자장비 1개 개조하기
QUEST_DAILY_KIND_121_CONTENTS	레전더리모자장비 1개 개조하기
QUEST_DAILY_KIND_122_CONTENTS	의상장비 1개 개조하기
QUEST_DAILY_KIND_123_CONTENTS	노말의상장비 1개 개조하기
QUEST_DAILY_KIND_124_CONTENTS	레어의상장비 1개 개조하기
QUEST_DAILY_KIND_125_CONTENTS	에픽의상장비 1개 개조하기
QUEST_DAILY_KIND_126_CONTENTS	유니크의상장비 1개 개조하기
QUEST_DAILY_KIND_127_CONTENTS	레전더리의상장비 1개 개조하기
QUEST_DAILY_KIND_128_CONTENTS	보조무기장비 1개 개조하기
QUEST_DAILY_KIND_129_CONTENTS	노말보조무기장비 1개 개조하기
QUEST_DAILY_KIND_130_CONTENTS	레어보조무기장비 1개 개조하기
QUEST_DAILY_KIND_131_CONTENTS	에픽보조무기장비 1개 개조하기
QUEST_DAILY_KIND_132_CONTENTS	유니크보조무기장비 1개 개조하기
QUEST_DAILY_KIND_133_CONTENTS	레전더리보조무기장비 1개 개조하기
QUEST_DAILY_KIND_134_CONTENTS	신발장비 1개 개조하기
QUEST_DAILY_KIND_135_CONTENTS	노말신발장비 1개 개조하기
QUEST_DAILY_KIND_136_CONTENTS	레어신발장비 1개 개조하기
QUEST_DAILY_KIND_137_CONTENTS	에픽신발장비 1개 개조하기
QUEST_DAILY_KIND_138_CONTENTS	유니크신발장비 1개 개조하기
QUEST_DAILY_KIND_139_CONTENTS	레전더리신발장비 1개 개조하기
QUEST_DAILY_KIND_140_CONTENTS	주무기장비 1개 개조하기
QUEST_DAILY_KIND_141_CONTENTS	노말주무기장비 1개 개조하기
QUEST_DAILY_KIND_142_CONTENTS	레어주무기장비 1개 개조하기
QUEST_DAILY_KIND_143_CONTENTS	에픽주무기장비 1개 개조하기
QUEST_DAILY_KIND_144_CONTENTS	유니크주무기장비 1개 개조하기
QUEST_DAILY_KIND_145_CONTENTS	레전더리주무기장비 1개 개조하기
QUEST_DAILY_KIND_146_CONTENTS	엑세서리장비 1개 개조하기
QUEST_DAILY_KIND_147_CONTENTS	노말엑세서리장비 1개 개조하기
QUEST_DAILY_KIND_148_CONTENTS	레어엑세서리장비 1개 개조하기
QUEST_DAILY_KIND_149_CONTENTS	에픽엑세서리장비 1개 개조하기
QUEST_DAILY_KIND_150_CONTENTS	유니크엑세서리장비 1개 개조하기
QUEST_DAILY_KIND_151_CONTENTS	레전더리엑세서리장비 1개 개조하기
QUEST_DAILY_KIND_152_CONTENTS	모자장비 1개 강화시도
QUEST_DAILY_KIND_153_CONTENTS	노말모자장비 1개 강화시도
QUEST_DAILY_KIND_154_CONTENTS	레어모자장비 1개 강화시도
QUEST_DAILY_KIND_155_CONTENTS	에픽모자장비 1개 강화시도
QUEST_DAILY_KIND_156_CONTENTS	유니크모자장비 1개 강화시도
QUEST_DAILY_KIND_157_CONTENTS	레전더리모자장비 1개 강화시도
QUEST_DAILY_KIND_158_CONTENTS	의상장비 1개 강화시도
QUEST_DAILY_KIND_159_CONTENTS	노말의상장비 1개 강화시도
QUEST_DAILY_KIND_160_CONTENTS	레어의상장비 1개 강화시도
QUEST_DAILY_KIND_161_CONTENTS	에픽의상장비 1개 강화시도
QUEST_DAILY_KIND_162_CONTENTS	유니크의상장비 1개 강화시도
QUEST_DAILY_KIND_163_CONTENTS	레전더리의상장비 1개 강화시도
QUEST_DAILY_KIND_164_CONTENTS	보조무기장비 1개 강화시도
QUEST_DAILY_KIND_165_CONTENTS	노말보조무기장비 1개 강화시도
QUEST_DAILY_KIND_166_CONTENTS	레어보조무기장비 1개 강화시도
QUEST_DAILY_KIND_167_CONTENTS	에픽보조무기장비 1개 강화시도
QUEST_DAILY_KIND_168_CONTENTS	유니크보조무기장비 1개 강화시도
QUEST_DAILY_KIND_169_CONTENTS	레전더리보조무기장비 1개 강화시도
QUEST_DAILY_KIND_170_CONTENTS	신발장비 1개 강화시도
QUEST_DAILY_KIND_171_CONTENTS	노말신발장비 1개 강화시도
QUEST_DAILY_KIND_172_CONTENTS	레어신발장비 1개 강화시도
QUEST_DAILY_KIND_173_CONTENTS	에픽신발장비 1개 강화시도
QUEST_DAILY_KIND_174_CONTENTS	유니크신발장비 1개 강화시도
QUEST_DAILY_KIND_175_CONTENTS	레전더리신발장비 1개 강화시도
QUEST_DAILY_KIND_176_CONTENTS	주무기장비 1개 강화시도
QUEST_DAILY_KIND_177_CONTENTS	노말주무기장비 1개 강화시도
QUEST_DAILY_KIND_178_CONTENTS	레어주무기장비 1개 강화시도
QUEST_DAILY_KIND_179_CONTENTS	에픽주무기장비 1개 강화시도
QUEST_DAILY_KIND_180_CONTENTS	유니크주무기장비 1개 강화시도
QUEST_DAILY_KIND_181_CONTENTS	레전더리주무기장비 1개 강화시도
QUEST_DAILY_KIND_182_CONTENTS	엑세서리장비 1개 강화시도
QUEST_DAILY_KIND_183_CONTENTS	노말엑세서리장비 1개 강화시도
QUEST_DAILY_KIND_184_CONTENTS	레어엑세서리장비 1개 강화시도
QUEST_DAILY_KIND_185_CONTENTS	에픽엑세서리장비 1개 강화시도
QUEST_DAILY_KIND_186_CONTENTS	유니크엑세서리장비 1개 강화시도
QUEST_DAILY_KIND_187_CONTENTS	레전더리엑세서리장비 1개 강화시도
QUEST_DAILY_KIND_188_CONTENTS	장비제작 인벤토리 진입
QUEST_DAILY_KIND_189_CONTENTS	확률업 창 진입
QUEST_DAILY_KIND_190_CONTENTS	확률업 아이템 사용
QUEST_DAILY_KIND_191_CONTENTS	잠금 버튼 사용
ITEM_KIND_900015_NAME	항모 공격 시 항모 데미지 증가(30%)
ITEM_KIND_900016_NAME	항모 공격 시 항모 데미지 증가(50%)
ITEM_KIND_900017_NAME	항모 공격 시 항모 데미지 증가(100%)
STAT_BUFF_MUNITION_Ship_EXP_INCREASE_01	아르마다 함대 공격 시 군경 증가
STAT_BUFF_MUNITION_Ship_EXP_INCREASE_02	아르마다 기지 공격 시 군경 증가
STAT_BUFF_MUNITION_Ship_EXP_INCREASE_03	기지 방어 시 군경 증가
STAT_BUFF_MUNITION_Ship_EXP_INCREASE_04	아르마다 친위대 공격 시 군경 증가
STAT_BUFF_MUNITION_Ship_EXP_INCREASE_05	월드보스 공격 시 군경 증가
STAT_BUFF_MUNITION_Ship_EXP_INCREASE_06	군경 증가(전부 적용)
CHAPTER_2_QUEST_TALK_30_NPC_RESEARCHER	그냥 당신이 일을 두 배로 하는 것은 어때요? (웃음)
CHAPTER_2_QUEST_TALK_31_NPC_SHIPBUILDER	설마... 농담이시겠죠?...
CHAPTER_2_QUEST_TALK_32_NPC_RESEARCHER	초과 근무 후의 피로를 빨리 회복시킬 수 있는 방법을\n연구해 볼께요. (웃음)
CHAPTER_2_QUEST_TALK_33_NPC_SHIPBUILDER	그럼 이제 호위함 건조도 계속 진행하겠습니다!
CHAPTER_2_QUEST_TALK_35_NPC_SHIPBUILDER	건조된 군함을 볼 때마다 두근거립니다! 하하.
CHAPTERQUEST_RESEARCH_BATTLE_001	[ffd24c][T-55][-]연구를 완료하세요.
